DeviceRecNum,DeviceNum,PrclErr,AddrAdjusted,CityBlock,Parcel,OwnerCode,Handle,Parcel9,AddrNum,AddrSuf,StDir,StName,StType,UnitNum,DeviceType,DeviceMake,DeviceSize,DeviceDesc,FacilityName,FacContact,FacAddrNum,FacStreet,FacZIP,LastInspDate,GeoCityBLockPart,Ward10,Precinct10,InspArea10,Ward00,Precinct02,Nbrhd,CDADist,CDASubDist,PoliceDist,CensTract10,CensGroup10,CensBlock00,AsrNbrhd,NLC,Parity,FirstDate,LastDate,UpDateGeo
1343,803013,1,0,430,30,0,10430000030,43000030,1, , ,CHECKERBOARD SQUARE, , ,P,WATTS 909,1.5,CBCR LST FL. N.E. LAWN IRRIGTIN,NESTLE  PURINA,,1,CHECKERBOARD SQUARE,63102,09/30/13 00:00:00,430,7,5,3,7,7,35,9,2,4,1274,1,1222.2008,265,1266,O,,09/21/17 00:00:00,
429,209944,1,0,3886,120,0,13886000120,388600120,4910, , ,FOREST PARK,AV, ,P,WATTS 007,1,SHOENBERG BASEMT B-901 I.S.,BARNES JEWISH HOSPITAL,,4910,FOREST PARK,63108,03/21/13 00:00:00,3886,17,4,2,17,10,38,11,23,5,1124,3,1124.4001,224,187,E,,09/21/17 00:00:00,
430,9712191,0,0,6458,20,0,16458000020,645800020,3431, , ,UNION,BLVD, ,S,FEBCO 860 RP,3,IN CAGE BY LOADING DOCK,SCHNUCKS #113,,3431,N. UNION,63115,08/22/13 00:00:00,6458,22,1,2,22,1,50,12,65,5,1064,4,1064.4,344,18,O,,09/21/17 00:00:00,
432,66595YD,0,0,5500,10,0,15500000010,550000010,5540, , ,WEST PARK,AV, ,S,CLA-VAL,6,MACHINE SHOP A,AMERICAN PULVERIZER,,5540,WEST PARK,63110,09/17/13 00:00:00,5500,24,2,2,24,2,41,5,39,2,1045,3,1045.3007,206,222,E,,09/21/17 00:00:00,
433,117246,1,0,2022,10,0,12022000010,202200010,5640, , ,THEATER,DR, ,P,WATTS 909,2.5,KITCHEN AREA WATER SERVICE REP,THE MUNY,GEORGE,5640,THEATRE DR,63112,05/16/13 00:00:00,2022.0023,28,3,2,28,11,82,11,82,2,1121,3,1121.2046,206,9091,E,,09/21/17 00:00:00,
434,0492755,1,0,3888,8101,0,13888008101,388800101,400, ,S,KINGSHIGHWAY,BLVD, ,P,WATTS 900,0.75,2N43,CHILDRENS HOSPITAL,,400,S KINGSHIGHWAY,63110,11/20/12 00:00:00,3888.0081,17,4,2,17,10,38,11,23,5,1124,3,1124.4003,224,19,E,,09/21/17 00:00:00,
435,3104446,0,0,3886,230,0,13886000230,388600230,200, ,S,KINGSHIGHWAY,BLVD, ,P,WILKENS 975XL,2,W.SIDE OF ST.NO.SIDE OF HOSPITL,BJH,,1,BARNES JEWISH HOSPITAL,63110,03/12/13 00:00:00,3886,17,4,2,17,10,38,11,23,5,1124,3,1124.4001,224,19,E,,09/21/17 00:00:00,
436,533394,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,0.75,WOH ROOM 0018 MECH AREA,WASHINGTON U. MED. SCHOOL,BRYAN FROST,660,S EUCLID,63110,01/20/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
437,515358,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,1,REN ROOM 7711 LAB SVC,WASHINGTON U. MED. SCHOOL,BRYAN FROST,660,S EUCLID,63110,01/20/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
438,9512121,0,0,154,20,0,10154000020,15400020,1200, ,S,BROADWAY, , ,S,FEBCO DC,4,UNDER STEPS IN SHOP,MODOT,,1200,S. BROADWAY,63104,02/19/13 00:00:00,154.0087,7,5,2,7,5,34,8,13,3,1274,1,1224.2009,267,23,E,,09/21/17 00:00:00,
439,327136,0,0,6125,170,0,16125000170,612500170,3829, , ,TAMM,AV, ,P,WATTS 009,0.5,BASEMENT,VICTOR CLAVENNA,,3829,TAMM,63109,06/08/10 00:00:00,6125,23,7,2,23,7,9,4,59,2,1141.02,2,1141.5006,130,394,O,,09/21/17 00:00:00,
440,C6431,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,S,FEBCO DOUBLE CHECK,8,CENTER FOR ADVANCED MEDICINE LL,BARNES/JEWISH HOSPITAL,,4949,BARNES PLAZA,63110,03/06/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
441,418571,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,1,PENTHOUSE SCHOENBERG,BARNES JEWISH HOSPITAL,JOHN BAYBO,1,BARNES PLAZA,63110,03/23/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
442,104567,0,0,1892,95,0,11892000095,189200095,2428, ,N,GRAND,BLVD, ,P,WATTS DCVA,2.5,MAIN BATHROOM IN BASEMENT LEVEL,KINGDOM HALL OF JEHOVAHS,,2428,N. GRAND,63106,02/27/13 00:00:00,1892,3,3,2,5,7,59,14,8,4,1115,1,1115.101,316,24,E,,09/21/17 00:00:00,
443,48551,0,1,2022,10,0,12022000010,202200010,1, , ,GOVERNMENT,DR, ,P,WATTS 009,2,STING RAY,ST. LOUIS ZOO,,1,GOVERNMENT DRIVE,63110,10/28/13 00:00:00,2022.0033,28,3,2,28,11,82,11,82,2,1121,3,1121.203,206,9059,O,,09/21/17 00:00:00,
444,606907,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,1,MCD ROOM 7023 MECHANICAL AREA,WASHINGTON U. MED. SCHOOL,,660,S EUCLID,63110,01/23/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
445,9704221,0,0,3886,230,0,13886000230,388600230,216, ,S,KINGSHIGHWAY,BLVD, ,P,FEBCO 825,6,CARP SHOP BASEMENT ROOM B301,BARNES/JEWISH,,216,S KINGSHIGHWAY,63110,03/15/13 00:00:00,3886,17,4,2,17,10,38,11,23,5,1124,3,1124.4001,224,19,E,,09/21/17 00:00:00,
446,223512,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,2,STZ ROOM OB47 MECHANICAL ROOM,WASHINGTON UNIV. (EIR),,660,S. EUCLID,63110,01/23/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
447,135336,0,1,2022,10,0,12022000010,202200010,1, , ,GOVERNMENT,DR, ,P,CONBRACO RPZ,2,UNDER RR BY ELEPHANT FOUNTAIN,ST. LOUIS ZOO,,1,GOVERNMENT DRIVE,63110,10/26/13 00:00:00,2022.0033,28,3,2,28,11,82,11,82,2,1121,3,1121.203,206,9059,O,,09/21/17 00:00:00,
448,NJ-0637,92,0,9999.9,0,0,19999900000,999990000,4168, , , , , ,S,AMES COLT 200,6,CLOSET ON NORTH SIDE OF BUILDIG,HENDAL LANDSCAPING,,4168,MERAMEC ST.,63118,01/15/14 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,E,,09/21/17 00:00:00,
449,15419,1,0,102,10,0,10102000010,10200010,11, ,N,4TH,ST, ,P,COMBRACO 40-200,0.5,FAB SHOP,NATIONAL PARK SERVICE,,11,N 4TH STREET,63102,04/06/13 00:00:00,102,7,4,3,7,10,35,9,1,4,1256,2,1256.3011,261,642,O,,09/21/17 00:00:00,
450,0829-D,0,0,215.03,10,0,10215030010,21503010,1222, , ,SPRUCE,ST, ,S,AMES,8,FIRE PUMP ROOM,GSA-ROBERT A YOUNG,,1222,SPRUCE,63103,03/19/13 00:00:00,215.03,7,5,3,7,7,36,9,1,4,1255,2,1255.2029,263,238,E,,09/21/17 00:00:00,
451,433735,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,0.75,SCHOENBERG BASEMT CEILING AIR D,BARNES JEWISH HOSPITAL,JOHN BAYBO,1,BARNES PLAZA,63108,03/21/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
452,9711121,87,0,800,175,0,10800000175,80000175,2319, ,S,11TH,ST, ,S,FEBCO #850,4,BASEMENT STORAGE RM@1920 S.8TH,SOULARD LOFTS/RED BRICK,L.TOENJES361-7067X130,393,N. EUCLID #300,63108,07/01/13 00:00:00,800,7,6,2,7,6,21,8,16,3,1276,2,1234.3004,248,185,O,,09/21/17 00:00:00,
453,362381,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,0.75,EAST PAVILLION BOILER,BARNES HOSPITAL,JOHN BAYBO,4949,BARNES PLAZA,63110,03/22/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
454,115495,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,2,EAST PAVILLION BOILER ROOM,BARNES HOSPITAL,JOHN BAYBO,4949,BARNES PLAZA,63110,03/22/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
455,255815,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,6,ROOM 0028 MECHANICAL AREA,WASHINGTON U. MED SCHOOL,,660,S. EUCLID,63110,01/23/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
456,590904,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,0.75,CTX 2ND FL. JANITORS CLOSET,WASHINGTON U. MED. SCHOOL,,660,S. EUCLID,63110,01/23/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
457,24048,0,0,4104,10,0,14104000010,410400010,4344, , ,SHAW,AV, ,P,WATTS 009,3,AT WATER FALL,MO. BOTANICAL GARDEN,,4344,SHAW,63110,05/20/13 00:00:00,4104,8,1,1,8,4,87,6,21,2,1171,2,1171.1006,217,164,E,,09/21/17 00:00:00,
458,HI-0103,0,0,386,90,0,10386000090,38600090,908, , ,LAFAYETTE,AV, ,S,AMES COLT 200,4,FRONT CORNER OF BUILDING,SOULARD GROUP,,908,LAFAYETTE,63104,06/15/11 00:00:00,386,7,6,2,7,12,21,8,16,3,1276,3,1234.103,248,11,E,,09/21/17 00:00:00,
459,208809,1,0,116,15,0,10116000015,11600015,211, ,N,BROADWAY, , ,P,WATTS 009,0.5,42ND FLOOR UNDER BAR IN HALL,KEMOLLS,,211,N. BROADWAY #4200,63102,09/12/11 00:00:00,116,7,4,3,7,10,35,9,1,4,1256,3,1256.1052,261,16,O,,09/21/17 00:00:00,
460,DF-0668,0,0,2102,250,0,12102000250,210200250,3111, ,S,GRAND,BLVD, ,P,AMES COLT 200,4,BASEMENT S/E/ CORNER,DUNAWAY BOOKS,DAVE-280-0094,3111,SOUTH GRAND,63118,08/23/13 00:00:00,2102,15,2,1,15,2,15,6,43,2,1163.01,1,1163.1,138,20,O,,09/21/17 00:00:00,
461,BA2254,1,0,3914,8480,0,13914008480,391400480,4235, , ,WEST PINE,BLVD, ,P,FEBCO 825Y,1.5,S.W.COR GARAGE DR. 4235 W.PINE,RENMORE/WEST END MGMT,,9666,OLIVE BLVD,63132,08/04/09 00:00:00,3914.0085,17,8,2,17,4,38,11,23,5,1191.02,3,1191.2,225,154,O,,09/21/17 00:00:00,
462,146102,0,0,103,100,0,10103000100,10300100,10, ,S,BROADWAY, , ,P,WATTS 909,1.5,BETWEEN 15TH&16TH FL.CHASE/EAST,HERTZ,,10,S. BROADWAY,63102,08/02/13 00:00:00,103,7,4,3,7,10,35,9,1,4,1256,2,1256.3012,261,23,E,,09/21/17 00:00:00,
463,183139,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS RP,1.25,FIRST FLOOR FOUNTAIN ROOM,BARNES/JEWISH HOSPITAL,JOHN BAYBO,1,BARNES PLAZA,63110,03/22/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
464,436440,92,0,9999.9,0,0,19999900000,999990000,1465, , , , , ,P,WATTS 909 RPZ,2,CART WASH ROOM,CARDINAL GLENNON,KEVIN S,1465,S. GRAND,63104,03/15/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
465,110687,0,0,3224,40,0,13224000040,322400040,8520, , ,VIRGINIA,AV, ,P,WATTS 909,2.5,LEMAY PUMP STATION/CATWALK,MSD/LEMAY PUMP STATION,,8520,VIRGINIA,63111,12/10/13 00:00:00,3224,11,1,2,11,1,2,1,48,1,1015,4,1015.4007,136,75,E,,09/21/17 00:00:00,
466,176901,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS RP,1.5,FIRST FLOOR FOUNTAIN ROOM,BARNES HOSPITAL,,4949,BARNES PLAZA,63110,03/19/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
467,400821,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,0.75,RAND JOHNSON PENTHOUSE,BARNES/JEWISH HOSPITAL,JOHN BAYBOA,1,BARNES PLAZA,63110,03/23/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
468,AA24865,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 007,1,CAM BULDING - 4TH FLOOR,BARNES/JEWISH HOSPITAL,JOHN BAYBOA,1,BARNES PLAZA,63110,03/23/05 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
469,E17238,0,0,637,5,0,10637000005,63700005,1220, , ,WARREN,ST, ,S,KENNEDY DOUBLE CHECK,6,IN PUMP ROOM N.SIDE OF BLDG.,JACKSON PARK APARTMENTS,,1220,WARREN,63106,05/31/11 00:00:00,637,3,9,1,5,12,63,14,6,4,1266,1,1266.3022,319,152,E,,09/21/17 00:00:00,
471,F020312,1,0,3900,150,0,13900000150,390000150,4425, , ,WEST PINE,BLVD, ,P,FEBCO 850,3,BASEMENT SE corner of bldg,SOCIETY OF MARY PROVINCE,,4425,WEST PINE,63108,06/13/13 00:00:00,3900.0085,17,5,2,17,5,38,11,23,5,1191.02,1,1191.4,224,154,O,,09/21/17 00:00:00,
472,163563,0,0,4589,102,0,14589000102,458900102,4353, , ,CLAYTON,AV, ,P,WATTS 909,4,CLAYTON AVENUE BUILDING,BJC/ C.A.B. BLDG.,JIM ROSEN,4353,CLAYTON AVE.,63110,03/22/13 00:00:00,4589.0085,17,4,2,17,10,38,11,23,5,1186,1,1186.1022,224,142,O,,09/21/17 00:00:00,
473,154400,0,0,4589,102,0,14589000102,458900102,4353, , ,CLAYTON,AV, ,P,WATTS 909,0.75,FAN HOUSE C.A.BUILDING,BJH/TURLEY MARTIN,DAVE WALTERS,4353,CLAYTON AVE.,63110,03/22/13 00:00:00,4589.0085,17,4,2,17,10,38,11,23,5,1186,1,1186.1022,224,142,O,,09/21/17 00:00:00,
474,287864,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 900 RP,2,SERVICE BLDG. MECH ROOM,BARNES JEWISH HOSPITAL,JOHN BAYBO,4949,BARNES PLAZA,63110,03/22/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
475,DG0318,1,0,280,8031,0,10280008031,28000031,315, ,N,10TH,ST, ,S,COLT DCA 200A,4,BASEMENT SOUTH SIDE,THE LOFTS @ 315,MAUREEN MCCUEN,315,N. 10TH ST,63101,10/14/13 00:00:00,280,7,4,3,7,10,35,9,1,4,1256,3,1256.1044,261,88,O,,09/21/17 00:00:00,
476,467190,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,1,WEST PAVILION  ROOM 14300,BARNES JEWISH HOSPITAL,,1,BARNES JEWISH HOSP.,63108,03/21/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
477,122775,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 009,0.75,BAR ROOM 9001 MECH AREA,WASHINGTON U. MED. SCHOOL,BRYAN FROST,660,S EUCLID,63110,01/08/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
478,248416,0,0,1829,20,0,11829000020,182900020,3520, , ,CHOUTEAU,AV, ,S,WATTS RPD,6,S.E. CORNER OF BASEMENT,LIFE CARE CENTER,,3520,CHOUTEAU,63103,03/21/12 00:00:00,1829,19,4,2,19,4,31,10,11,3,1273,3,1185.1006,253,13,E,,09/21/17 00:00:00,
479,631260,87,0,444.06,20,0,10444060020,44406020,550, ,S,16TH,ST, ,P,WATTS 909,0.75,PLAT FORM A-4,GATEWAY TRANSPORTATION,,550,S. 16TH ST,63103,04/02/13 00:00:00,444.06,7,5,3,7,7,36,9,2,4,1274,1,1222.3,264,1524,E,,09/21/17 00:00:00,
480,282175,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 900,2,WEST PAVILLION TERRACE MACH.RM.,BARNES JEWISH HOSPITAL,JOHN BAYBO,4949,BARNES PLAZA,63110,03/18/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
481,297793,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,1.25,SCHOENBERG BASMNT.REFRIGERATION,BARNES HOSPITAL,,4949,BARNES PLAZA,63110,03/22/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
482,394828,0,0,2023,10,0,12023000010,202300010,3200, ,S,2ND,ST, ,P,WILKINS/ZURN,1.5,bldg#5  BATHROOM,NGA-ST. LOUIS,ROY ARTHUR 263-4515,3200,S/ SECOND ST L35 MSLIC,63118,06/26/13 00:00:00,2023,9,4,1,9,4,20,8,15,3,1246,1,1246.1027,145,366,E,,09/21/17 00:00:00,
483,397317,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,0.75,RAND JOHNSON PENTHOUSE,BARNES/JEWISH HOSPITAL,JOHN BAYBOA,1,BARNES PLAZA,63110,03/23/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
484,6C658,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,HERSEY RP,6,QUEENY TOWER EQUIPMENT ROOM,BARNES HOSPITAL,,4949,BARNES PLAZA,63110,03/22/05 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
485,6C657,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,HERSEY RP,6,QUEENY TOWER EQUIPMENT ROOM,BARNES HOSPITAL,JOHN BAYBO,4949,BARNES PLAZA,63110,03/22/05 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
486,C6757,1,0,3888,8121,0,13888008121,388800121,4949, , ,BARNES HOSPITAL PLAZA, , ,P,FEBCO DOUBLE CHECK,8,QUEENY TOWER FIRE PUMP ROOM,BARNES JEWISH HOSPITAL,,4949,BARNES PLAZA,63110,03/06/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
487,9903191,1,0,2022,10,0,12022000010,202200010,5700, , ,LINDELL,BLVD, ,S,FEBCO DC#850,6,MECH ROOM 2ND FLOOR GALLERY,HISTORY MUSEUM,,5700,LINDELL,63112,03/13/13 00:00:00,2022.0006,28,3,1,28,11,82,11,82,2,1121,3,1121.2008,206,31,E,,09/21/17 00:00:00,
489,895386,0,0,5015,40,0,15015000040,501500040,3448, , ,LONGFELLOW,BLVD, ,P,WILKINS 975,0.75,LEFT SIDE OF HOUSE,ROB BERNARDI,,3448,LONGFELLOW,63104,04/27/07 00:00:00,5015,6,2,1,6,2,26,7,19,3,1174,1,1174.1005,241,819,E,,09/21/17 00:00:00,
490,400039,0,0,1768,15,1,11768000015,176800015,111, , ,WINNEBAGO,ST, ,S,WATTS 709A,10,E.SIDE OF BLDG.MIDDLE OF PIT,WILSON 5 SERVICES,,111,WINNEBAGO,63118,08/25/12 00:00:00,1768,20,4,1,20,4,18,1,46,3,1246,1,1246.1042,145,333,O,,09/21/17 00:00:00,
491,17552,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 009,0.75,E.PAV.MECH ROOM N.WALL BY PUMPS,BARNES JEWISH HOSPITAL,JOHN BAYBO,1,BARNES PLAZA,63108,03/21/12 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
492,309620,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,S,WATTS 909,2,EAST END OF BOILER ROOM,BARNES JEWISH HOSPITAL,,1,BARNES HOSPITAL PLAZA,63110,03/06/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
493,246704,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,6,BASEMENT MECH ROOM,WASH U MED (C.S.B.B.),BRYAN FROST,660,S. EUCLID,63108,01/22/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
494,06976,0,0,5975,140,0,15975000140,597500140,6177, , ,DELMAR,BLVD, ,S,FEBCO 860RP,1.5,NORTH MECHANICAL ROOM,MOONRISE HOTEL,JOE EDWARDS,6177,DELMAR,63112,05/03/13 00:00:00,5975,28,6,1,28,3,48,11,62,5,1051.98,1,1051.1008,235,1,O,,09/21/17 00:00:00,
495,F030604,0,0,1714,30,0,11714000030,171400030,2227, , ,CLARK,AV, ,S,FEBCO 850,6,WAREHOUSE 2ND FL. MEZZ SO. WALL,W.W. GRANGER,KEVIN-231-5031,2227,CLARK,63103,09/17/13 00:00:00,1714,6,5,3,6,10,36,10,3,4,1274,1,1222.3004,254,124,O,,09/21/17 00:00:00,
496,112118,0,0,982,25,0,10982000025,98200025,2730, , ,DELMAR,BLVD, ,S,HERSEY BEECO DBL.CK.,4,NORTH WALL CENTER,AUTO REFINISH WAREHSE,PEGGY ALLMEYER,2730,DELMAR,63103,04/10/11 00:00:00,982,19,6,1,6,10,37,10,9,4,1275,2,1214.1008,255,1,E,,09/21/17 00:00:00,
497,808160,87,0,6475,70,0,16475000070,647500070,545, ,S,EWING,AV, ,P,RAIN BIRD 150R,1.5,SOUTHEAST BY GAS METER,SIGMA CHEMICAL,,545,S EWING,63103,09/12/13 00:00:00,6475.0081,6,5,3,6,10,37,10,3,4,1184,1,1184.1013,254,205,O,,09/21/17 00:00:00,
498,30178,0,0,4409.01,285,0,14409010285,440901285,4415, , ,NATURAL BRIDGE,AV, ,P,WATTS 009,1,ON BOILER FEED LINE,ST. LOUIS PUBLIC LIBRARY,,4415,NATURAL BRIDGE,63115,10/12/12 00:00:00,4409.01,21,1,1,21,1,69,16,32,6,1101,3,1101.3003,305,7,O,,09/21/17 00:00:00,
499,2799964,0,0,1143,15,0,11143000015,114300015,3017, ,N,13TH,ST, ,P,WILKENS ZURN 975XL,1,JANITORS CLOSET BASEMENT/RESTRM,CONFLUENCE ACADEMY,,3017,N. 13TH ST.,63106,09/13/13 00:00:00,1143,3,9,1,5,11,63,14,6,4,1266,1,1266.3004,341,189,O,,09/21/17 00:00:00,
500,J06967,2,0,1143,15,0,11143000015,114300015,3020, ,N,14TH,ST, ,S,WILKINS 350DC,6,BASEMENT OFF NORTH,CONFLUENCE ACADEMY,,3020,N. 13TH ST,63107,12/04/13 00:00:00,1143,3,9,1,5,11,63,14,6,4,1266,1,1266.3004,341,139,E,,09/21/17 00:00:00,
501,JF-0005,0,0,1399,60,7,11399000060,139900060,2200, , ,GRAVOIS,AV, ,S,AMES MACIM 200,6,S.E. CORNER PARKING GARAGE,COURT YARD LOFTS,,2200,GRAVOIS,63104,10/14/13 00:00:00,1399,9,9,2,7,4,22,7,17,3,1233,3,1233.302,247,22,E,,09/21/17 00:00:00,
502,13644,92,0,9999.9,0,0,19999900000,999990000,5200, , , , , ,P,CONBRACO,4,BUILDING 10-WIRE STORAGE ROOM,ELANTAS/P.D.G.,LEO OBERLE,5200,N. 2ND ST.,63147,04/01/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,E,,09/21/17 00:00:00,
503,J0121H0,0,0,2288.06,150,0,12288060150,228806150,3610, , ,GRANDEL SQUARE, , ,S,WATTS 2000SS,4,MECH ROOM #008/3610 GRANDEL SQ.,GRAND CENTER,,3526,WASHINGTON-2ND FL,63103,07/30/13 00:00:00,2288.06,19,8,1,19,8,77,10,9,4,1193,1,1193.1013,232,737,E,,09/21/17 00:00:00,
504,178348,0,0,2188,15,0,12188000015,218800015,3621, , ,GRATIOT,ST, ,P,WATTS 009,1,MECHANIC SHOP EAST WALL,CORRIGAN CO.,JERRY HOGENMILLER,3621,GRATIOT AVE,63103,03/07/13 00:00:00,2188,17,1,1,17,2,37,10,10,4,1186,1,1186.201,221,220,O,,09/21/17 00:00:00,
505,014866,0,0,2211,93,0,12211000093,221100093,3545, , ,GRATIOT,ST, ,P,FEBCO RPZ 8254,0.75,MECHANIC SHOP WEST WALL,CORRIGAN CO.,,3545,GRATIOT AVE,63103,03/07/13 00:00:00,2211,19,3,2,19,6,37,10,10,4,1184,1,1184.1019,254,220,O,,09/21/17 00:00:00,
506,160119,0,0,2133,21,0,12133000021,213300021,2700, , ,HENRIETTA,ST, ,S,WATTS MOD 709 DCA,4,MECHANICAL ROOM  - PUMP ROOM,EADS SQUARE APARTMENTS,MR. JOHNSON,2700,HENRIETTA,63104,02/24/12 00:00:00,2133,6,4,2,6,5,31,10,11,3,1231,1,1231.1011,253,208,E,,09/21/17 00:00:00,
507,157005,0,0,926,21,0,10926000021,92600021,1, ,N,JEFFERSON,AV, ,P,WATTS 909,1.5,BEHIND FOUNTAIN 2ND FLOOR KIT.,WELLS FARGO,,1,N JEFFERSON AVE (MAINT.DP,63103,10/25/13 00:00:00,926,6,5,3,6,10,37,10,3,4,1275,2,1214.1055,254,109,O,,09/21/17 00:00:00,
